attributes.bom_stn_num,attributes.name,attributes.lat,attributes.long,attributes.state,attributes.location_types,attributes.basin
62100,Nullo Mountain Aws,-32.7244,150.229,NSW,rain gauge;,Macquarie-Bogan Rivers
62101,Mudgee Airport Aws,-32.5628,149.6149,NSW,rain gauge;,Macquarie-Bogan Rivers
62102,Bylong (Bylong Road),-32.5204,150.0817,NSW,rain gauge;,Hunter River
62106,Molong (Bonnie Doon),-32.9892,148.9318,NSW,rain gauge;,Macquarie-Bogan Rivers
62107,Bylong (Glenview),-32.471,150.1059,NSW,rain gauge;,Hunter River
62108,Cassilis (Thistledale),-32.0348,150.0191,NSW,rain gauge;,Hunter River
63013,Berambing,-33.5366,150.4413,NSW,rain gauge;,Hawkesbury River
63032,Golspie (Ayrston),-34.279,149.6651,NSW,rain gauge;,Lachlan River
63039,Katoomba (Farnells Rd),-33.7139,150.2953,NSW,rain gauge;,Hawkesbury River
63061,Trunkey (Old Post Office),-33.8204,149.3246,NSW,rain gauge;,Lachlan River
63077,Springwood (Valley Heights),-33.7065,150.5848,NSW,rain gauge;,Hawkesbury River
63081,Faulconbridge (Great Western Hwy),-33.6926,150.5453,NSW,rain gauge;,Hawkesbury River
63118,Bilpin (Fern Grove),-33.5157,150.4892,NSW,rain gauge;,Hawkesbury River
63167,Canowindra (Riverside),-33.5331,148.7527,NSW,rain gauge;,Lachlan River
63234,Walli (Kentucky),-33.6708,148.8565,NSW,rain gauge;,Lachlan River
63245,Mandurama Post Office,-33.6492,149.0759,NSW,rain gauge;,Lachlan River
63254,Orange Agricultural Institute,-33.3211,149.0828,NSW,rain gauge;,Macquarie-Bogan Rivers
63264,Newbridge (Stringybark Rd),-33.5713,149.3829,NSW,rain gauge;,Macquarie-Bogan Rivers
63280,Sackville  (Hawkesbury River),-33.4933,150.8816,NSW,rain gauge;water level gauge;model point;,Hawkesbury River
63283,Hampton (Bindo),-33.7,150.0278,NSW,rain gauge;,Macquarie-Bogan Rivers
63287,Bathurst Stanley Street (Macquarie River),-33.4107,149.5843,NSW,rain gauge;water level gauge;model point;,Macquarie-Bogan Rivers
63291,Bathurst Airport Aws,-33.4119,149.654,NSW,rain gauge;,Macquarie-Bogan Rivers
63292,Mount Boyce Aws,-33.6185,150.2741,NSW,rain gauge;,Hawkesbury River
63293,Oberon (Jenolan Caves Road),-33.74,149.8822,NSW,rain gauge;,Macquarie-Bogan Rivers
63295,Blackheath (Wombat Street),-33.6297,150.2803,NSW,rain gauge;,Hawkesbury River
63297,Tarana (Fish River),-33.5728,149.9128,NSW,rain gauge;water level gauge;model point;,Macquarie-Bogan Rivers
63298,Campbells River (Upstream Chifley),-33.6134,149.6987,NSW,rain gauge;water level gauge;model point;,Macquarie-Bogan Rivers
63302,Oberon (Mount David),-33.8272,149.6056,NSW,rain gauge;,Macquarie-Bogan Rivers
63303,Orange Airport Aws,-33.3768,149.1263,NSW,rain gauge;,Macquarie-Bogan Rivers
63304,Rockley (Glenlea),-33.7214,149.5086,NSW,rain gauge;,Macquarie-Bogan Rivers
63308,Marrangaroo (Defence),-33.4346,150.135,NSW,rain gauge;,Hawkesbury River
64007,Neilrex (Caigan),-31.7231,149.2558,NSW,rain gauge;,Castlereagh River
64017,Coonabarabran Airport Aws,-31.333,149.2699,NSW,rain gauge;,Castlereagh River
64020,Purlewaugh (Keodoel Lane),-31.3432,149.5076,NSW,rain gauge;,Castlereagh River
64025,Coolah (Binnia St),-31.8231,149.72,NSW,rain gauge;,Macquarie-Bogan Rivers
64027,Coonabarabran (Barina -Tm),-31.3125,149.2048,NSW,rain gauge;,Castlereagh River
64029,Dunedoo (Shell),-32.0156,149.3925,NSW,rain gauge;,Macquarie-Bogan Rivers
65010,Cudal Post Office,-33.2869,148.7396,NSW,rain gauge;,Lachlan River
65022,Manildra (Hazeldale),-33.1628,148.5879,NSW,rain gauge;,Lachlan River
65036,Yeoval Post Office,-32.7537,148.6478,NSW,rain gauge;,Macquarie-Bogan Rivers
65041,Molong Post Office,-33.0956,148.8692,NSW,rain gauge;,Macquarie-Bogan Rivers
65051,Cumnock Tm,-32.9286,148.755,NSW,rain gauge;,Macquarie-Bogan Rivers
65068,Parkes Airport Aws,-33.1281,148.2428,NSW,rain gauge;,Lachlan River
65070,Dubbo Airport Aws,-32.2206,148.5753,NSW,rain gauge;,Macquarie-Bogan Rivers
65084,Toogong (Glenayr),-33.3711,148.5917,NSW,rain gauge;water level gauge;model point;,Lachlan River
65096,Mandagery (Rawene),-33.2682,148.3945,NSW,rain gauge;,Lachlan River
65098,Neurea (Fernfield),-32.6833,148.9167,NSW,rain gauge;,Macquarie-Bogan Rivers
65103,Forbes Airport Aws,-33.3627,147.9205,NSW,rain gauge;,Lachlan River
65110,Borenore (Lynden-Brae),-33.2542,148.9753,NSW,rain gauge;,Macquarie-Bogan Rivers
65111,Cowra Airport Aws,-33.8382,148.654,NSW,rain gauge;,Lachlan River
66011,Chatswood Bowling Club,-33.801,151.1803,NSW,rain gauge;,Sydney Coast-Georges River
66014,Cronulla South Bowling Club,-34.0703,151.1512,NSW,rain gauge;,Wollongong Coast
66023,Lucas Heights (Ansto),-34.0519,150.9825,NSW,rain gauge;,Sydney Coast-Georges River
66036,Marrickville Golf Club,-33.9186,151.1402,NSW,rain gauge;,Sydney Coast-Georges River
66037,Sydney Airport Amo,-33.9465,151.1731,NSW,rain gauge;,Sydney Coast-Georges River
66051,Little Bay (The Coast Golf Club),-33.9829,151.2502,NSW,rain gauge;,Sydney Coast-Georges River
66058,Sans Souci (Public School),-33.9942,151.1292,NSW,rain gauge;,Sydney Coast-Georges River
66059,Terrey Hills Aws,-33.6908,151.2253,NSW,rain gauge;,Sydney Coast-Georges River
66078,Lucas Heights (Ansto),-34.0517,150.98,NSW,rain gauge;,Sydney Coast-Georges River
66098,Rose Bay (Royal Sydney Golf Club),-33.8809,151.2658,NSW,rain gauge;,Sydney Coast-Georges River
66124,Parramatta North (Masons Drive),-33.7917,151.0181,NSW,rain gauge;,Sydney Coast-Georges River
66137,Bankstown Airport Aws,-33.9176,150.9837,NSW,rain gauge;,Sydney Coast-Georges River
66141,Mona Vale Golf Club,-33.6795,151.3076,NSW,rain gauge;,Sydney Coast-Georges River
66142,Duffys Forest (Namba Rd),-33.6761,151.1818,NSW,rain gauge;,Hawkesbury River
66148,Peakhurst Golf Club,-33.9699,151.0635,NSW,rain gauge;,Sydney Coast-Georges River
66161,Holsworthy Aerodrome Aws,-33.9925,150.9489,NSW,rain gauge;,Sydney Coast-Georges River
66168,Milperra Bridge (Georges River),-33.9289,150.9831,NSW,rain gauge;water level gauge;model point;,Sydney Coast-Georges River
66176,Audley  (Royal National Park),-34.0642,151.0578,NSW,rain gauge;,Wollongong Coast
66194,Canterbury Racecourse Aws,-33.9057,151.1134,NSW,rain gauge;,Sydney Coast-Georges River
66211,Wahroonga (Ada Avenue),-33.7242,151.1144,NSW,rain gauge;,Sydney Coast-Georges River
66212,Sydney Olympic Park Aws (Archery Centre),-33.8338,151.0718,NSW,rain gauge;,Sydney Coast-Georges River
66213,North Ryde Golf Club,-33.8005,151.1201,NSW,rain gauge;,Sydney Coast-Georges River
66214,Sydney (Observatory Hill),-33.8593,151.2048,NSW,rain gauge;,Sydney Coast-Georges River
67015,Bringelly (Maryland),-33.9696,150.725,NSW,rain gauge;,Hawkesbury River
67019,Prospect Reservoir,-33.8193,150.9127,NSW,rain gauge;,Sydney Coast-Georges River
67027,Warragamba,-33.8902,150.5934,NSW,rain gauge;,Hawkesbury River
67061,Rossmore (South Creek),-33.9353,150.7819,NSW,rain gauge;,Hawkesbury River
67065,Hornsby (Swimming Pool),-33.7017,151.0958,NSW,rain gauge;,Hawkesbury River
67066,Erskine Park Reservoir,-33.8067,150.8,NSW,rain gauge;,Hawkesbury River
67081,Shanes Park (South Creek Road),-33.7138,150.7732,NSW,rain gauge;,Hawkesbury River
67094,Lower Portland (Hawkesbury River),-33.4377,150.8832,NSW,rain gauge;water level gauge;model point;,Hawkesbury River
67104,Box Hill (Mccall Gardens),-33.6542,150.8931,NSW,rain gauge;,Hawkesbury River
67105,Richmond Raaf,-33.6004,150.7761,NSW,rain gauge;,Hawkesbury River
67108,Badgerys Creek Aws,-33.8969,150.7281,NSW,rain gauge;,Hawkesbury River
67109,Baulkham Hills Eucalyptus Ct,-33.7678,150.9814,NSW,rain gauge;,Sydney Coast-Georges River
67110,Seven Hills  (Radio Fm 103.2),-33.7858,150.9236,NSW,rain gauge;,Sydney Coast-Georges River
67111,North Parramatta (Burnside Homes),-33.7917,151.018,NSW,rain gauge;,Sydney Coast-Georges River
67112,North Rocks (Muirfield Golf Club),-33.7672,151.0186,NSW,rain gauge;,Sydney Coast-Georges River
67113,Penrith Lakes Aws,-33.7195,150.6783,NSW,rain gauge;,Hawkesbury River
67114,Fairfield (City Farm),-33.8667,150.8611,NSW,rain gauge;,Sydney Coast-Georges River
67119,Horsley Park Equestrian Centre Aws,-33.851,150.8567,NSW,rain gauge;,Hawkesbury River
68000,Albion Park Post Office,-34.5712,150.7761,NSW,rain gauge;,Wollongong Coast
68007,Camden (Brownlow Hill),-34.0254,150.6455,NSW,rain gauge;,Hawkesbury River
68024,Darkes Forest (Kintyre),-34.2272,150.9111,NSW,rain gauge;,Sydney Coast-Georges River
68072,Nowra Ran Air Station Aws,-34.9469,150.5353,NSW,rain gauge;,Shoalhaven River
68159,Wedderburn (Booalbyn),-34.1656,150.8077,NSW,rain gauge;,Sydney Coast-Georges River
68160,Kentlyn (Georges River Road),-34.0542,150.8772,NSW,rain gauge;,Sydney Coast-Georges River
68181,Hampden Bridge (Kangaroo River),-34.7275,150.5208,NSW,rain gauge;water level gauge;model point;,Shoalhaven River
68192,Camden Airport Aws,-34.039,150.689,NSW,rain gauge;,Hawkesbury River
68213,Nowra Boat Shed (Shoalhaven River),-34.8667,150.605,NSW,rain gauge;water level gauge;model point;,Shoalhaven River
68215,Greenstead (Wingecarribee River),-34.4167,150.1967,NSW,rain gauge;water level gauge;model point;,Hawkesbury River
68216,Menangle Bridge (Nepean River),-34.1194,150.7402,NSW,rain gauge;water level gauge;model point;,Hawkesbury River
68217,Barrengarry (The Old School House),-34.6866,150.5253,NSW,rain gauge;,Shoalhaven River
68218,Wattamolla (Griffiths),-34.7208,150.6491,NSW,rain gauge;,Shoalhaven River
68224,Robertson (The Pie Shop),-34.5858,150.6264,NSW,rain gauge;,Hawkesbury River
68228,Bellambi Aws,-34.3691,150.9291,NSW,rain gauge;,Wollongong Coast
68233,Grassy Gully (Shoalhaven River),-34.845,150.432,NSW,rain gauge;water level gauge;model point;,Shoalhaven River
68239,Moss Vale Aws,-34.5253,150.4217,NSW,rain gauge;,Hawkesbury River
68241,Shellharbour Airport,-34.5639,150.7924,NSW,rain gauge;,Wollongong Coast
68242,Kiama (Bombo Headland),-34.6532,150.8609,NSW,rain gauge;,Wollongong Coast
68248,Fitzroy Falls (Red Hills),-34.6625,150.4333,NSW,rain gauge;,Shoalhaven River
68249,Touga,-34.9636,150.0967,NSW,rain gauge;,Shoalhaven River
68255,Bowral (Orchard St),-34.4875,150.4014,NSW,rain gauge;,Hawkesbury River
68257,Campbelltown (Mount Annan),-34.0615,150.7735,NSW,rain gauge;,Hawkesbury River
68262,High Range Aws (Wanganderry),-34.3335,150.267,NSW,rain gauge;,Hawkesbury River
68263,Holsworthy Defence Aws,-34.081,150.9009,NSW,rain gauge;,Sydney Coast-Georges River
68264,Jervis Bay Airfield Aws,-35.144,150.6974,NSW,rain gauge;,Clyde River-Jervis Bay
69003,Bemboka Post Office,-36.6277,149.5706,NSW,rain gauge;,Bega River
69006,Bettowynd (Bellaringah),-35.6972,149.7914,NSW,rain gauge;,Moruya River
69017,Montague Island Lighthouse,-36.2519,150.2275,NSW,rain gauge;,Tuross River
69033,Moruya (Burra Creek),-35.9017,149.9611,NSW,rain gauge;,Moruya River
69035,Bettowynd (Nobbys Hill),-35.7564,149.815,NSW,rain gauge;,Moruya River
69036,Bodalla Post Office,-36.0876,150.051,NSW,rain gauge;,Tuross River
69042,Moruya (The Lagoon),-35.7661,149.9416,NSW,rain gauge;,Moruya River
69049,Nerriga Composite,-35.1165,150.0847,NSW,rain gauge;,Shoalhaven River
69062,Snowball,-35.9446,149.5876,NSW,rain gauge;,Shoalhaven River
69107,Kameruka (Kameruka Estate),-36.7385,149.7101,NSW,rain gauge;,Bega River
69121,Brooman (Carisbrook),-35.4411,150.2857,NSW,rain gauge;,Clyde River-Jervis Bay
69127,Araluen Lower (Araluen Rd),-35.6867,149.8382,NSW,rain gauge;,Moruya River
69128,Nerriga Aws,-35.1103,150.0826,NSW,rain gauge;,Shoalhaven River
69132,Braidwood Racecourse Aws,-35.4253,149.7835,NSW,rain gauge;,Shoalhaven River
69133,Bemboka (The Knob),-36.6631,149.5139,NSW,rain gauge;,Bega River
69137,Green Cape Aws,-37.2622,150.0504,NSW,rain gauge;,Towamba River
69138,Ulladulla Aws,-35.3635,150.4828,NSW,rain gauge;,Clyde River-Jervis Bay
69139,Bega Aws,-36.6722,149.8191,NSW,rain gauge;,Bega River
69144,Black Range (Grandview Lane),-36.7263,149.8426,NSW,rain gauge;,Bega River
69145,Moruya (Plumwood),-35.9763,149.8587,NSW,rain gauge;,Moruya River
69147,Merimbula Airport Aws,-36.9077,149.8989,NSW,rain gauge;,Towamba River
69148,Moruya Airport Aws,-35.9004,150.1437,NSW,rain gauge;,Moruya River
69150,Mongarlowe (Leweston),-35.3787,150.0034,NSW,rain gauge;,Shoalhaven River
69152,Mount Darragh,-36.8403,149.5214,NSW,rain gauge;,Bega River
70012,Bungonia (Inverary Park),-34.8996,149.9709,NSW,rain gauge;,Shoalhaven River
70016,Captains Flat (Foxlow St),-35.5889,149.4478,NSW,rain gauge;,Murrumbidgee River
70025,Crookwell Post Office,-34.4578,149.4693,NSW,rain gauge;,Lachlan River
70036,Lake Bathurst (Somerton),-35.0138,149.6508,NSW,rain gauge;,Hawkesbury River
70061,Majors Creek (Larmer Street),-35.5689,149.7391,NSW,rain gauge;,Moruya River
70071,Goulburn (Pomeroy),-34.6514,149.5024,NSW,rain gauge;,Hawkesbury River
70077,Goulburn (Springfield),-34.9031,149.67,NSW,rain gauge;,Hawkesbury River
70080,Taralga Post Office,-34.4048,149.8197,NSW,rain gauge;,Hawkesbury River
70112,Dalton Post Office,-34.7224,149.1817,NSW,rain gauge;,Lachlan River
70119,Big Hill (Glen Dusk),-34.5679,149.997,NSW,rain gauge;,Hawkesbury River
70214,Parkers Gap,-35.6311,149.5,NSW,rain gauge;,Murrumbidgee River
70217,Cooma Airport Aws,-36.2939,148.9725,NSW,rain gauge;,Murrumbidgee River
70237,Nimmitabel (Cottesloe),-36.5902,149.3824,NSW,rain gauge;,Snowy River
70261,Jerrabattgulla (Gilston),-35.6904,149.5869,NSW,rain gauge;,Shoalhaven River
70309,Delegate River At Quidong,-36.9131,149.0372,NSW,rain gauge;water level gauge;model point;,Snowy River
70321,Jerangle (Lyons Creek),-35.747,149.3515,NSW,rain gauge;,Murrumbidgee River
70328,Bombala Aws,-37.0016,149.2336,NSW,rain gauge;,Snowy River
70330,Goulburn Airport Aws,-34.8085,149.7311,NSW,rain gauge;,Hawkesbury River
70333,Narrawa (Lachlan River),-34.3973,149.0908,NSW,rain gauge;water level gauge;model point;,Lachlan River
70335,Hillview (Shoalhaven River),-35.2,149.955,NSW,rain gauge;water level gauge;model point;,Shoalhaven River
70349,Mount Ginini Aws,-35.5293,148.7721,NSW,rain gauge;,Murrumbidgee River
70350,Charnwood (Act),-35.2063,149.0113,NSW,rain gauge;,Murrumbidgee River
70351,Canberra Airport,-35.3088,149.2004,NSW,rain gauge;,Murrumbidgee River
70362,Dalton (Hillview),-34.7216,149.1716,NSW,rain gauge;,Lachlan River
71019,Snowy River @ Dalgety Weir,-36.5067,148.8281,NSW,rain gauge;water level gauge;,Snowy River
71032,Thredbo Aws,-36.4917,148.2859,NSW,rain gauge;,Snowy River
71073,Brindabella (Koolami),-35.3884,148.7475,NSW,rain gauge;,Murrumbidgee River
71075,Perisher Valley Aws,-36.4069,148.4055,NSW,rain gauge;,Snowy River
72004,Batlow Post Office,-35.5203,148.1453,NSW,rain gauge;,Murrumbidgee River
72012,Carabost,-35.6043,147.7263,NSW,rain gauge;,Murrumbidgee River
72082,Batlow (Halloween),-35.5528,147.9827,NSW,rain gauge;,Murrumbidgee River
72150,Wagga Wagga Amo,-35.1583,147.4575,NSW,rain gauge;,Murrumbidgee River
72152,Argalong (Sandy Creek),-35.317,148.433,NSW,rain gauge;,Murrumbidgee River
72156,Murray River @ Jingellic,-35.9333,147.7167,NSW,rain gauge;water level gauge;model point;,Upper Murray River
72160,Albury Airport Aws,-36.069,146.9509,NSW,rain gauge;,Murray-Riverina
72161,Cabramurra Smhea Aws,-35.9371,148.3779,NSW,rain gauge;,Murrumbidgee River
72162,Khancoban Aws,-36.2304,148.1405,NSW,rain gauge;,Upper Murray River
72169,Tumbarumba (Wondalma),-35.7108,148.0026,NSW,rain gauge;,Murrumbidgee River
73014,Grenfell (Manganese Rd),-33.8934,148.1523,NSW,rain gauge;,Lachlan River
73019,Junee Treatment Works,-34.8456,147.5714,NSW,rain gauge;,Murrumbidgee River
73029,Murrumburrah (Historical Society),-34.55,148.351,NSW,rain gauge;,Murrumbidgee River
73050,Bowning (Wanganui),-34.7614,148.8252,NSW,rain gauge;,Murrumbidgee River
73115,Brungle (Bonnie Doon),-35.164,148.2288,NSW,rain gauge;,Murrumbidgee River
73137,Muttama (Grovene),-34.8028,148.1165,NSW,rain gauge;,Murrumbidgee River
73138,Young Airport,-34.2493,148.2475,NSW,rain gauge;,Lachlan River
73141,Gundagai (Nangus Rd),-35.064,148.0986,NSW,rain gauge;,Murrumbidgee River
73142,Cootamundra Airport,-34.6299,148.0365,NSW,rain gauge;,Murrumbidgee River
73150,Stockinbingal (Sunnydale),-34.5307,147.8442,NSW,rain gauge;,Lachlan River
73151,Temora Airport,-34.4277,147.5117,NSW,rain gauge;,Lachlan River
74000,Ardlethan Post Office,-34.357,146.9035,NSW,rain gauge;,Murrumbidgee River
74037,Yanco Agricultural Institute,-34.6222,146.4326,NSW,rain gauge;,Murrumbidgee River
74148,Narrandera Airport Aws,-34.705,146.514,NSW,rain gauge;,Murrumbidgee River
74258,Deniliquin Airport Aws,-35.5575,144.9458,NSW,rain gauge;,Murray-Riverina
74272,Kapooka (Defence),-35.1327,147.2512,NSW,rain gauge;,Murrumbidgee River
75019,Hay Airport Aws,-34.5412,144.8345,NSW,rain gauge;,Murrumbidgee River
75032,Hillston Airport,-33.4915,145.5248,NSW,rain gauge;,Lachlan River
75039,Lake Cargelligo Airport,-33.2832,146.3706,NSW,rain gauge;,Lachlan River
75041,Griffith Airport Aws,-34.2487,146.0695,NSW,rain gauge;,Murrumbidgee River
541067,Glenarbon Weir Downstream,-28.6931,150.8906,NSW,rain gauge;water level gauge;model point;,Border Rivers
558032,Limpinwood (Bald Mountain),-28.3082,153.2331,NSW,rain gauge;,Tweed River
558033,Goonengerry,-28.5925,153.4194,NSW,rain gauge;,Richmond River
553024,Boomi Offtake (Boomi River),-28.6333,149.6667,NSW,rain gauge;water level gauge;model point;,Border Rivers
554002,Ridgelands (Macintyre River),-29.0567,150.905,NSW,rain gauge;water level gauge;model point;,Border Rivers
554010,Horton Dam Site (Horton River),-30.2081,150.4281,NSW,rain gauge;water level gauge;model point;,Gwydir River
554014,Yetman Bridge (Macintyre River),-28.9028,150.78,NSW,rain gauge;water level gauge;model point;,Border Rivers
554015,Coolatai (Ottleys Creek),-29.2339,150.7581,NSW,rain gauge;water level gauge;,Border Rivers
554016,Tintot (Macintre R),-29.4239,150.9789,NSW,rain gauge;water level gauge;model point;,Border Rivers
554017,Glenorchy (Frazers Ck),-29.5136,151.1761,NSW,rain gauge;water level gauge;model point;,Border Rivers
555005,Caroona (Mooki River),-31.4089,150.4297,NSW,rain gauge;water level gauge;model point;,Namoi River
555007,Tambar Springs (Coxs Creek),-31.3503,149.8858,NSW,rain gauge;water level gauge;model point;,Namoi River
555009,Taroona (Peel River),-31.4333,151.1333,NSW,rain gauge;water level gauge;model point;,Namoi River
555013,Boggabri (Coxs Creek),-30.775,149.9889,NSW,rain gauge;water level gauge;model point;,Namoi River
555017,Old Warrah (Warrah Creek),-31.66,150.6431,NSW,rain gauge;water level gauge;model point;,Namoi River
555019,Bomera Creek (Bomera Creek),-31.3783,149.8733,NSW,rain gauge;water level gauge;model point;,Namoi River
555021,Bundella (Bundella Creek),-31.5717,149.98,NSW,rain gauge;water level gauge;model point;,Namoi River
555022,Ruvigne (Mooki River),-31.0353,150.3336,NSW,rain gauge;water level gauge;model point;,Namoi River
555026,Macdonald R At Retreat,-30.6277,151.1083,NSW,rain gauge;water level gauge;model point;,Namoi River
556002,Donaldson (Mole River),-29.0167,151.6,NSW,rain gauge;water level gauge;,Border Rivers
556004,Bolivia (Deepwater River),-29.3,151.9333,NSW,rain gauge;water level gauge;,Border Rivers
556006,Yarrowyck (Gwydir River),-30.4686,151.3617,NSW,rain gauge;water level gauge;model point;,Gwydir River
556007,Bundarra  (Gwydir River),-30.1725,151.0639,NSW,rain gauge;water level gauge;model point;,Gwydir River
556008,Inverell (Middle Creek),-29.8,151.1333,NSW,rain gauge;water level gauge;model point;,Border Rivers
556009,Kimberley (Copes Creek),-29.9167,151.1167,NSW,rain gauge;water level gauge;model point;,Gwydir River
556010,Westholme (Frasers Creek),-29.351,151.084,NSW,rain gauge;water level gauge;model point;,Border Rivers
556011,Elsmore Bridge (Macintyre River),-29.8183,151.2833,NSW,rain gauge;water level gauge;model point;,Border Rivers
556013,Ferndale (Middle Creek),-29.8319,151.1444,NSW,rain gauge;water level gauge;,Border Rivers
556014,Little Valley (Macintyre River),-29.8486,151.325,NSW,rain gauge;water level gauge;model point;,Border Rivers
556015,Stannifer (Rubicon),-29.9058,151.3044,NSW,rain gauge;,Border Rivers
556020,Newholme (Sandy Creek),-30.425,151.65,NSW,rain gauge;water level gauge;,Macleay River
556022,Dumaresq Dam D/S (Dumaresq Creek),-30.4661,151.6144,NSW,rain gauge;water level gauge;model point;,Macleay River
556024,Sandy Hill (Cataract River),-28.9333,152.2167,NSW,rain gauge;water level gauge;,Clarence River
556025,Gred (Kings Creek),-29.8081,151.4186,NSW,rain gauge;water level gauge;,Border Rivers
556031,Willow Glen (Gara River),-30.2127,151.725,NSW,rain gauge;water level gauge;,Macleay River
556035,Paradise Station (Paradise Ck),-29.8761,151.4669,NSW,rain gauge;water level gauge;,Border Rivers
556036,Newstead North (Kings Ck),-29.83,151.3469,NSW,rain gauge;water level gauge;model point;,Border Rivers
